"plate","Pot","Genotype","Time","EGF1a_mean","Ta54227_mean","VRN1_mean","VRN2_mean","VRN3_mean","EdeltaCT_VRN1","EdeltaCT_VRN2","EdeltaCT_VRN3","TdeltaCT_VRN1","TdeltaCT_VRN2","TdeltaCT_VRN3"
"1","31","BS",1,24.0606260299683,25.6747449239095,26.8791186014811,32.0517616271973,32.3329493204752,0.141758527511385,0.00393032519898333,0.00323431679335666,0.433957698316329,0.0120316915456708,0.00990103873051436
"1","55","BS",1,25.8346805572509,27.0913321177164,28.3069432576498,34.8109798431396,31.9317061106364,0.18020829180958,0.00198547610567771,0.0146087287090168,0.430590638750032,0.00474410703293312,0.0349061730899059
"1","98","BS",1,25.4977445602417,26.5229670206706,27.8065185546875,32.2926464080811,32.0910714467367,0.201831884146319,0.00900597477505198,0.0103564481677593,0.410783023638426,0.018329619051791,0.0210782013481214
"1","185","BS",1,24.9092025756836,26.0259641011556,26.7940921783447,34.2342084248861,30.6716785430908,0.270764479921118,0.00155917021440548,0.0184213682571418,0.587178855701676,0.00338121079473003,0.0399485114769814
"1","37","BS",2,24.2662626902262,24.9805119832357,26.2056738535563,31.6780672073364,31.5132083892823,0.260722832645401,0.00587252018695797,0.00658342614141933,0.427749516671662,0.00963462864425181,0.0108009617779265
"1","80","BS",2,24.1832256317138,25.2732690175374,26.5847682952881,32.0687001546224,30.4609203338623,0.189262085969194,0.00422898007114008,0.012889188971515,0.402901958141296,0.00900267131093648,0.0274385619754919
"1","139","BS",2,24.8929042816162,25.7899494171143,27.0222918192546,31.8370037078857,33.460901260376,0.228554869577227,0.00812115463209503,0.00263497140543903,0.42562582594754,0.015123603160707,0.00490696996682972
"1","161","BS",2,26.6020231246948,27.0446968078613,28.509131749471,34.5481510162354,32.0110905965169,0.266626369364299,0.00405487205470363,0.0235346878474099,0.362377442723783,0.00551106092491534,0.0319864836241844
"1","3","BS",3,24.935338973999,25.9808540344238,27.0163027445475,33.3695049285889,30.5079085032145,0.236356464577571,0.00289109963757256,0.0210130657186931,0.4878641202379,0.00596752783438907,0.0433731348904437
"1","92","BS",3,24.7283477783203,25.9490871429443,27.2581628163656,32.8509813944499,30.1631234486898,0.173160882330219,0.00358792732595368,0.023119024409426,0.40357936782183,0.00836224338033621,0.0538826155783875
"1","101","BS",3,24.0153687795003,25.3083127339681,26.6666927337647,31.8242616653442,31.4316342671712,0.159173938215511,0.0044595291640691,0.00585438975853365,0.390019996932116,0.0109270749369411,0.0143448676414052
"1","189","BS",3,26.0713532765706,26.0456860860189,27.3186950683594,31.8903102874756,33.8113835652669,0.421223609995487,0.0177141124078463,0.00467755298588631,0.413795831703479,0.0174017450654587,0.00459506989209996
"2","6","BS",4,24.7079343795776,26.4655847549438,27.7841002146403,33.3112182617188,31.8140481313069,0.118571908992794,0.00257130438388605,0.00725849543667938,0.400947303345967,0.00869478755599214,0.0245443815184124
"2","93","BS",4,23.9804363250732,25.7396710713704,26.988379796346,32.5713488260905,31.5428304672241,0.124313641936331,0.00259344861200668,0.0052904489030376,0.420824695583543,0.00877930374864443,0.0179091491041775
"2","99","BS",4,23.9246921539306,25.5098819732666,27.0111064910889,31.0938472747803,NA,0.117732591978219,0.00694815127065042,NA,0.353253432017588,0.020847738432436,NA
"2","171","BS",4,25.5309810638428,27.0712331136068,28.2907829284668,34.8834991455079,32.9817810058594,0.14764435831624,0.00152971851222479,0.00571591452465844,0.429416694458204,0.00444911457818185,0.0166244694275899
"2","20","BS",5,23.6995194753011,25.5820223490397,27.6176891326904,31.4952182769775,30.610761642456,0.0661474954394828,0.00450050059582374,0.00830823554043779,0.243895190854834,0.0165939835585302,0.0306336419744849
"2","86","BS",5,23.9804979960124,25.5103905995687,27.1334807078044,33.9105796813965,33.0354290008545,0.11242363621348,0.00102505590854848,0.00188015718579269,0.324639373635747,0.00295999595192688,0.00542922353065914
"2","109","BS",5,24.4989395141602,25.9473400115967,27.6171404520671,34.0876922607422,32.0824203491211,0.115166981753076,0.00129866699196997,0.00521368510417759,0.314296815455876,0.00354413125794122,0.0142284238076682
"2","172","BS",5,24.0853106180827,25.7637894948324,27.3771476745605,32.6540794372558,30.1523113250732,0.102107655668548,0.00263356207538409,0.0149159460363942,0.326836682902549,0.00842977627192378,0.0477444937205641
"2","46","BS",6,24.187983194987,25.8825092315674,27.5661315917969,32.8600158691407,31.8147640228272,0.0961780577963475,0.00245164758243687,0.00505953029247278,0.311300034060515,0.00793526084227041,0.0163762087576362
"2","88","BS",6,23.2825431823731,25.379753112793,26.7591120402018,31.9061374664306,30.1588923136393,0.0898356039421703,0.00253535892475411,0.00851162831886563,0.384389563824803,0.0108483214723297,0.0364196482614369
"2","100","BS",6,23.9979972839355,25.8337249755859,27.1566314697266,33.4651145935058,29.8890463511149,0.111984100195897,0.00141290745735335,0.016850683630636,0.399728822089834,0.0050433930590308,0.060148752432708
"2","156","BS",6,24.22545337677,25.9499041239421,27.6112664540609,33.4311396280924,30.5084934234619,0.0956684425878231,0.00169360570391901,0.0128415214633512,0.316140477536949,0.00559659278977754,0.0424353592251491
"3","47","BS",7,24.1636905670166,25.8155431747437,27.5229657491048,31.6624526977539,31.2613697052002,0.0974445168219871,0.0055290137286129,0.00730105600441226,0.306206630010851,0.0173742014054533,0.0229426121401541
"3","56","BS",7,23.5255823135376,25.1461957295736,27.213399887085,30.9107646942138,32.2657979329427,0.0775990298717531,0.00598189216757145,0.00233847606960111,0.238621483532273,0.0183946627388905,0.00719094851901052
"3","121","BS",7,24.3577709197998,25.3998311360677,27.6538111368815,31.9953622817994,30.422171274821,0.101810607235406,0.00502175944898709,0.014942855178424,0.209644952267989,0.0103406368803004,0.0307698210009177
"3","145","BS",7,24.3056068420411,25.5280017852783,27.5880641937256,33.5445556640625,30.7457809448242,0.102773672933555,0.00165500487039299,0.0115163383977132,0.239805656036496,0.00386168478132311,0.0268715032339789
"3","9","BS",8,24.6473814646403,25.501096089681,27.8532059987386,31.9799118041992,32.3336629867553,0.108380376259603,0.00620423763284115,0.00485510589450558,0.195859374984146,0.0112119753313157,0.00877389467353362
"3","77","BS",8,23.8754100799561,25.110580444336,28.1934274037679,31.5073528289794,32.5607719421387,0.0501357208661211,0.00504145978638634,0.00242910090772903,0.118024071680579,0.0118680573635732,0.00571832567080735
"3","113","BS",8,23.7274367014567,24.9507681528727,27.5581264495849,32.9700279235839,31.2085278828939,0.070282545387275,0.00165083171778586,0.00559715268347329,0.164099381148962,0.00385444866541196,0.0130685262819254
"3","167","BS",8,23.9714577992757,25.878381729126,27.8314310709636,32.9248447418213,32.451358795166,0.0688703456675489,0.00201726042022855,0.00280088604636503,0.258269763645602,0.00756490136493601,0.0105035653615692
"3","19","BS",9,24.4426587422689,25.6116873423259,28.5833676656087,31.9969501495361,29.0901610056559,0.0566920825404992,0.00532024571281648,0.03989903700811,0.127477954194944,0.0119631174035593,0.0897170713125377
"3","85","BS",9,23.5843912760417,25.3448333740234,28.2862745920817,31.8688983917237,32.1002349853516,0.0384230721017513,0.00320711740627349,0.00273196798135606,0.130178110289329,0.0108657757068225,0.00925596027933628
"3","110","BS",9,23.6478010813395,25.1438477834066,28.0056393941243,31.952070236206,31.0895773569743,0.0487708080971757,0.00316348582144841,0.00575177806191969,0.137567195552719,0.00892320405600677,0.0162239669238896
"3","187","BS",9,24.5931142171224,26.0925896962484,29.066037495931,33.1285362243652,32.4218254089356,0.045031449318445,0.00269514385057296,0.00439868744716304,0.127321873868305,0.00762024697390837,0.0124368444011948
"4","2","BS",10,25.6701631546021,27.0480651855469,30.226022084554,35.9249153137207,30.3080749511719,0.042515746222147,0.000818487407244356,0.0401651535863653,0.11049424238579,0.00212716826121858,0.104385283340564
"4","89","BS",10,23.5426921844482,25.2504450480143,28.5257129669189,32.9847221374512,32.5526065826416,0.031619957033496,0.00143769169565195,0.00193974887105807,0.103287106825277,0.0046962434387027,0.00633622141380358
"4","118","BS",10,24.5560423533122,26.3587061564128,29.131467183431,33.3797969818116,32.3029670715332,0.0419430379352587,0.00220691284510693,0.00465525296798976,0.146324065799897,0.00769911947867281,0.0162404912742546
"4","174","BS",10,24.0880661010742,25.642199198405,28.5251738230388,35.8376216888427,29.8989270528158,0.0461633674699824,0.00029042321739733,0.0178137992132477,0.135562060466996,0.00085284873949971,0.0523115071200876
"4","42","BS",11,23.9338442484538,26.3184445699056,28.8920752207438,33.0959739685058,30.5468260447185,0.0321679771729304,0.00174551718983956,0.010216311317696,0.167980928067451,0.00911507726863468,0.053349498706332
"4","49","BS",11,23.7283178965251,26.0842609405518,28.9395008087158,34.3507194519043,28.9338150024414,0.026994645621271,0.000634363966314794,0.0271012441548061,0.138193353183236,0.0032474915534576,0.138739061728564
"4","104","BS",11,24.0293464660645,26.0897986094157,29.4395999908447,35.7265739440918,33.2212772369385,0.0235153477134478,0.000301150551620448,0.00170983073673295,0.0980865150647273,0.00125615017384487,0.00713199482994594
"4","175","BS",11,24.1380869547526,26.2199230194091,29.4474258422851,33.7578220367432,33.6708221435547,0.025219108940556,0.00127107503819047,0.00135008392858402,0.106764000641196,0.00538104088103376,0.00571552158154227
"4","14","BS",12,24.933533668518,26.7965660095215,31.0663499832153,35.8311290740967,35.8669509887695,0.0142507700173166,0.0005241998620385,0.000511344314481645,0.051840233486444,0.00190688946692823,0.00186012465449117
"4","60","BS",12,27.9940929412842,29.6695327758789,32.041716893514,NA,34.362190246582,0.0604705305807431,NA,0.0121063073608851,0.193152985535283,NA,0.0386695699228307
"4","134","BS",12,25.0407152175903,27.3731028238932,29.5312986373902,35.785472869873,31.0472431182861,0.0444835760037565,0.000582781357204334,0.0155544597735081,0.224036264930086,0.00293510932052584,0.0783381954357212
"4","180","BS",12,24.8830623626709,26.9824155171712,29.5872869491577,33.4158706665039,30.6211185455322,0.038360767979598,0.00270003101753927,0.0187358315094442,0.164382493574619,0.0115700976484093,0.0802862628911482
"1","28","BW",1,26.8314456939697,27.7532393137614,33.580774307251,32.4801534016927,NA,0.0092950051944214,0.0199328566389123,NA,0.0176091002597993,0.0377621812658559,NA
"1","65","BW",1,26.5555419921875,27.6331278483073,35.5238494873047,31.9765768051147,NA,0.00199650514463951,0.0233402720485618,NA,0.00421362710676882,0.049259679218576,NA
"1","144","BW",1,26.4494600296021,27.0206419626872,34.9908409118652,32.0548667907715,35.3346214294434,0.00268403484725145,0.0205401886009014,0.00211494901507899,0.00398777865921334,0.0305173853621051,0.0031422649211477
"1","150","BW",1,25.9558766682943,27.2172679901123,33.8367290496826,32.7033805847168,NA,0.00424255070788248,0.00930676880110556,NA,0.0101705318912213,0.0223108208748108,NA
"1","7","BW",2,25.1133689880372,25.921635945638,NA,31.0654754638672,NA,NA,0.0161524131065316,NA,NA,0.0282845980977157,NA
"1","51","BW",2,24.247802734375,25.053113301595,33.6747531890869,30.9628381729126,36.9431228637695,0.00145279770625632,0.00951859636612425,0.000150774479017715,0.0025387958635715,0.0166339559714718,0.000263481709816787
"1","124","BW",2,25.915293375651,26.1932322184245,NA,31.0380045572917,NA,NA,0.0287018754294654,NA,NA,0.0347999166562259,NA
"1","158","BW",2,24.4078989028931,25.4041697184245,35.8916435241699,30.1211395263672,NA,0.000349179232817172,0.0190608910898276,NA,0.000696555628260511,0.03802336943455,NA
"1","29","BW",3,24.9469273885091,26.1551100413004,35.9351005554199,30.72966893514,NA,0.000492300502663886,0.0181644117242827,NA,0.0011374426218229,0.0419682205964453,NA
"1","87","BW",3,23.7317457199096,25.571294148763,NA,29.8504174550374,NA,NA,0.0143911756550053,NA,NA,0.051505727957965,NA
"1","115","BW",3,23.9469286600749,25.5338268280029,35.8012428283692,31.4382025400798,NA,0.000270082134540262,0.00555778645981791,NA,0.000811334242672182,0.0166957450776436,NA
"1","155","BW",3,25.3245630264282,26.7214743296305,33.3205394744873,31.8840783437093,36.2839164733887,0.00391715939969273,0.010602032531262,0.000502233733264183,0.0103153376461121,0.0279190949706082,0.00132256822030112
"2","13","BW",4,23.2237377166749,25.5250123341878,35.0227508544922,30.6016893386841,NA,0.00028063583502814,0.00601194854945236,NA,0.00138323450649925,0.0296324761378629,NA
"2","83","BW",4,23.8153409957885,25.4813785552979,35.9336395263672,29.9341592788697,NA,0.000224920295744343,0.0143897138836907,NA,0.000713766112674561,0.0456645768994345,NA
"2","107","BW",4,25.0009447733561,26.6152388254801,NA,30.6043688456217,NA,NA,0.0205684362898742,NA,NA,0.0629726844767133,NA
"2","152","BW",4,25.1358839670817,26.728972752889,30.2343006134033,30.6423505147298,NA,0.0291892985843575,0.0219982634605652,NA,0.088062532219393,0.066367568894063,NA
"2","4","BW",5,24.0015252431234,25.839724222819,33.8878116607666,29.8426462809245,NA,0.00105665020727103,0.0174440514658139,NA,0.00377819416921509,0.062373539589645,NA
"2","61","BW",5,23.9582354227702,25.8416690826416,36.3152694702148,30.3291206359863,NA,0.00019061720369856,0.0120829353528019,NA,0.000703286240557052,0.0445802478175275,NA
"2","138","BW",5,24.3685080210368,26.1911811828613,NA,30.973669052124,NA,NA,0.0102718437249529,NA,NA,0.0363352119162187,NA
"2","166","BW",5,24.1334260304769,26.0400244394938,NA,30.0294024149577,NA,NA,0.0167932307125244,NA,NA,0.0629618623208958,NA
"2","38","BW",6,23.7479394276937,25.5925092697143,36.151008605957,29.5509376525878,NA,0.000184630794714489,0.0179111499400435,NA,0.000663093835671221,0.0643271515642442,NA
"2","74","BW",6,23.6350142161051,25.4289836883545,35.059700012207,29.7892723083496,NA,0.000363770003572562,0.0140405368339731,NA,0.00126143682973906,0.048688044912281,NA
"2","131","BW",6,24.2914969126383,25.9901342391968,NA,30.8697481155396,NA,NA,0.0104652370221472,NA,NA,0.0339695548668808,NA
"2","176","BW",6,24.1397825876872,25.9271195729574,36.0299053192139,29.9381605784098,NA,0.000263461042327057,0.017968602385425,NA,0.000909407330479666,0.0620235105101221,NA
"3","26","BW",7,23.7033424377441,25.2873821258545,36.2424354553223,30.0215320587158,NA,0.000168018414926009,0.0125324334125848,NA,0.000503732931475499,0.0375732590039189,NA
"3","79","BW",7,23.3592287699381,24.9183718363444,35.8018474578857,29.0086727142334,NA,0.000179638140270604,0.0199226870925311,NA,0.000529355440375257,0.0587079268547242,NA
"3","120","BW",7,23.7624654769897,25.4433135986328,NA,29.2117214202881,NA,NA,0.0228881403035859,NA,NA,0.0733831262948864,NA
"3","147","BW",7,23.1049213409424,25.3126653035482,35.0964756011963,29.8727588653565,NA,0.000245574050210257,0.00917651754668082,NA,0.00113443502994874,0.0423911359892504,NA
"3","32","BW",8,23.1173044840495,24.9225037892659,35.859920501709,29.9408499399821,NA,0.000145911779980026,0.00882893137121684,NA,0.000509928745435575,0.0308551228576451,NA
"3","75","BW",8,24.1490840911865,25.4184341430664,NA,30.9537633260091,NA,NA,0.00894514612482938,NA,NA,0.0215625381131026,NA
"3","116","BW",8,23.8312425613403,25.301752726237,35.8877601623535,30.9809846878051,NA,0.000234761328689131,0.00704227789378502,NA,0.000650570291806283,0.0195155514322694,NA
"3","165","BW",8,23.7264175415039,25.4672431945801,35.5036964416504,30.3141644795736,NA,0.000284895627432722,0.0103965816291963,NA,0.000952196372291872,0.0347481195157859,NA
"3","24","BW",9,23.9848162333171,25.0751260121663,NA,31.7674198150634,NA,NA,0.00454153721737609,NA,NA,0.00966982969887487,NA
"3","91","BW",9,22.8951810201009,25.0746930440267,NA,30.2592678070068,NA,NA,0.00607000412862199,NA,NA,0.0274971372600768,NA
"3","127","BW",9,22.8741353352865,24.7558472951253,35.9412498474121,30.1518211364746,NA,0.000116521636387983,0.00644463424693718,NA,0.000429396320046605,0.02374925649402,NA
"3","178","BW",9,23.9548174540202,25.1600685119629,NA,30.9396553039551,NA,NA,0.00789503922975078,NA,NA,0.0182041754720574,NA
"4","35","BW",10,24.1787598927816,25.9897219340006,35.7266693115234,31.3797264099121,NA,0.000333989549311863,0.00679662143097884,NA,0.00117188979714229,0.0238477261531484,NA
"4","57","BW",10,23.4354963302613,25.3445790608724,NA,30.4296061197917,NA,NA,0.0078444619429049,NA,NA,0.0294614641685326,NA
"4","112","BW",10,23.7152280807495,25.6729100545248,NA,31.9744100570679,NA,NA,0.00326391233426188,NA,NA,0.0126782549705686,NA
"4","168","BW",10,24.4161787033081,25.9283911387126,35.8204078674316,31.8931922912598,NA,0.000368964807326227,0.00561299469866418,NA,0.00105246157060525,0.0160109069999509,NA
"4","11","BW",11,24.4757108688354,26.2845687866211,NA,32.5428657531738,NA,NA,0.00372858802257541,NA,NA,0.0130636606779947,NA
"4","52","BW",11,24.2620321909587,26.4198290506999,NA,33.5095958709717,NA,NA,0.00164515168078818,NA,NA,0.00734120792615933,NA
"4","103","BW",11,23.9850641886393,25.981876373291,36.0230102539062,31.4237337112426,NA,0.000237802900900685,0.00576417750012801,NA,0.000949112102862223,0.0230058195576951,NA
"4","190","BW",11,24.6043510437012,26.4253972371419,32.513858795166,32.3681468963623,33.698600769043,0.00415911487597994,0.00460113067988908,0.00182960797492723,0.0146957056152824,0.0162575124720888,0.00646468803883868
"4","22","BW",12,25.2592792510987,27.2697499593099,NA,33.9534072875976,NA,NA,0.00241438583722965,NA,NA,0.00972789027682246,NA
"4","90","BW",12,24.5288251241048,27.0214042663574,34.380313873291,33.7480341593424,NA,0.00108244636050009,0.00167780523102676,NA,0.00609182575854556,0.00944240518252493,NA
"4","130","BW",12,25.3880863189697,27.2617467244466,35.9446296691895,33.8655090332032,NA,0.000663993458851467,0.00280570158238173,NA,0.0024332783095128,0.0102818073165724,NA
"4","157","BW",12,24.1708831787109,26.8775253295898,NA,32.2305946350098,NA,NA,0.00374787497834658,NA,NA,0.0244661464040918,NA
"1","18","OTE",1,23.7651271820069,25.2812814712524,25.3082834879557,35.2391681671143,27.6476955413818,0.343133929630906,0.000351535745239776,0.0678001201690818,0.981457691900125,0.00100548920217404,0.193927046279788
"1","62","OTE",1,24.7935040791829,25.459677696228,25.6973444620768,35.0099093119304,28.4178504943848,0.53446212423359,0.000840534564238184,0.0810891997231672,0.848115840072237,0.00133380953623396,0.12867709726413
"1","119","OTE",1,25.2611846923828,25.6139755249024,25.8111896514893,35.1720542907715,27.7156486511231,0.683017780574218,0.00103879767221311,0.182445318997482,0.872233238224339,0.00132657433417414,0.232987889794406
"1","169","OTE",1,25.8368275960287,26.3281984329223,26.1614151000976,35.8258590698242,27.0864537556966,0.798526668777616,0.000984015407913506,0.420557170962594,1.12255282191435,0.00138330918196063,0.591210860575343
