"plate","Pot","Genotype","Time","EGF1a_mean","Ta54227_mean","VRN1_mean","VRN2_mean","VRN3_mean","EdeltaCT_VRN1","EdeltaCT_VRN2","EdeltaCT_VRN3","TdeltaCT_VRN1","TdeltaCT_VRN2","TdeltaCT_VRN3"
"1","15","OTE",2,22.001724243164,23.8919747670491,24.6590938568115,31.4286886850993,27.4928620656331,0.158508310413972,0.00145278362115389,0.0222332425107556,0.587589658601252,0.00538546294352566,0.0824185390808518
"1","66","OTE",2,23.5814889272054,24.7097085316976,25.160535812378,32.1921170552572,26.6016928354899,0.334702936782989,0.00255824805109563,0.123261665217426,0.73162319497188,0.00559204418898392,0.269436217652307
"1","140","OTE",2,25.1021512349447,25.6021639506022,25.5680777231852,33.5775089263916,26.0862471262614,0.724005976589844,0.00280972044018738,0.505542437522958,1.02390809583664,0.00397357977526107,0.714951272925728
"1","183","OTE",2,24.5844821929932,25.3116633097331,25.0529677073161,35.4329083760579,25.6626828511556,0.722722886325203,0.000542373314052566,0.473619157095018,1.19639650611624,0.00089784556462931,0.784029834255489
"1","40","OTE",3,23.4421501159668,24.5709864298502,25.2156969706217,31.0050589243571,27.0937487284343,0.29248877126198,0.00528856192779036,0.0795718188974353,0.639621109968543,0.011565147734717,0.17400946677644
"1","58","OTE",3,23.2837022145589,24.7112089792887,25.122194925944,33.4147357940674,26.1193879445394,0.279613764835977,0.000891774409253398,0.140079162648319,0.752109201981702,0.00239870787364392,0.376786984344258
"1","97","OTE",3,24.242880821228,25.4738731384277,25.7895647684733,34.3195896148682,27.1578750610352,0.342295932197933,0.000925994475206769,0.132586497042967,0.803465715797934,0.00217357188287215,0.311218144100431
"1","191","OTE",3,24.1808528900146,25.6722634633382,25.9136797587077,33.3387126922607,28.4541848500569,0.300861859404588,0.0017506910174181,0.0517129006438656,0.845914469408704,0.00492230841765259,0.145397927794212
"2","27","OTE",4,23.2578849792481,24.8064966201782,25.2644646962484,34.7701568603515,26.1493352254232,0.248862417992028,0.000342342521846744,0.134767988078895,0.728010883733011,0.00100147335977833,0.394244188784579
"2","53","OTE",4,23.7846984863281,25.1052551269531,25.4404239654541,34.4316329956055,25.6657568613688,0.317378107535356,0.000623667841435189,0.271484478918988,0.792691362566323,0.00155768813058722,0.678066307664043
"2","125","OTE",4,24.9354629516601,26.0944652557373,26.0478528340657,33.9217376708985,25.9837557474772,0.462527201052386,0.00197179499645775,0.483540020113219,1.0328368799949,0.00440307637582662,1.07975912463112
"2","146","OTE",4,23.7826747894287,24.9893798828125,25.1543108622233,33.1874942779541,24.1667722066243,0.386452747212235,0.00147525545825864,0.76625823718749,0.891971191573789,0.00340503561812184,1.76859985550057
"2","12","OTE",5,23.2002480824788,24.4623603820801,25.0321935017904,34.5919971466064,26.2519709269206,0.280885602147489,0.000372170399481966,0.120597938868808,0.673694711946435,0.000892638241893006,0.289250118433961
"2","94","OTE",5,23.4009552001953,24.6922747294108,25.4899164835612,33.6882572174073,25.9399890899658,0.235049858417214,0.000800227585563648,0.172057908408056,0.575288782982817,0.00195857150014124,0.42111484515317
"2","129","OTE",5,24.9850737253825,25.8379516601562,26.1613642374675,35.8278942108154,24.9706548055013,0.442487770603132,0.000544484845031221,1.01004454481954,0.79917725151685,0.000983394188163693,1.82424165562409
"2","181","OTE",5,25.4732882181803,25.9824848175049,26.2273680369059,34.41037940979,25.4178377787272,0.592924444586289,0.00204017526240771,1.03918350739657,0.843884102528581,0.00290369453652604,1.47902561533577
"2","48","OTE",6,22.8519357045492,24.2242520650228,25.2967211405436,32.7023181915283,25.8320388793945,0.183673393850372,0.0010832767014207,0.126735871089074,0.475504508266198,0.00280445057624896,0.32810129327164
"2","59","OTE",6,23.9559288024902,25.1106192270915,25.7974605560303,33.1863136291504,27.5751368204753,0.279025377399002,0.00166485837690596,0.0813785272698902,0.621212459571635,0.00370658316744165,0.181178341385613
"2","135","OTE",6,24.1171442667643,25.4984664916992,25.9716218312581,32.9532890319824,26.3847751617432,0.276532784551917,0.00218804061707854,0.207670630533184,0.720387303853006,0.00569999930898664,0.540996561625292
"2","177","OTE",6,24.6538972854614,26.0393810272217,26.5424242019653,33.8967971801758,27.4352582295736,0.270082690007026,0.00165047855098728,0.145454421385033,0.705616804781051,0.00431203273885121,0.380013558278442
"3","30","OTE",7,22.4767074584961,24.3458824157715,25.2959098815918,34.9189147949219,25.7896188100179,0.141688794989689,0.000179689367283891,0.100626950180806,0.517622607402272,0.00065644766632902,0.367613997502891
"3","73","OTE",7,24.1048669815063,25.0112660725911,25.9028809865316,33.6891632080078,25.3350429534912,0.287570181723976,0.00130268480827469,0.426265449204201,0.539010426694777,0.00244170202260716,0.798975471946995
"3","117","OTE",7,24.1673787434896,25.464542388916,26.4179458618164,34.1463832855224,26.5787836710612,0.210141481700755,0.000990878273561103,0.187972702392499,0.516412750503405,0.00243503648362215,0.461934024050995
"3","162","OTE",7,22.7737979888916,24.8380368550618,26.1197954813639,31.7226800918579,24.7950846354167,0.0983454766019192,0.00202356919438892,0.246338384834341,0.411293841143706,0.00846283505391085,1.03021983339166
"3","21","OTE",8,23.7778104146322,25.1222085952759,25.9379901885986,35.3153839111328,26.1956055959066,0.223728387241324,0.000336390947686244,0.187141939915009,0.568100629486206,0.00085417819120058,0.475198767487247
"3","82","OTE",8,24.1089623769125,25.3305581410726,26.1299330393474,35.6038265228271,23.6365725199381,0.246392344633956,0.000346498290260242,1.38740583474768,0.574598089738248,0.000808049681806818,3.23549314619352
"3","122","OTE",8,24.374153137207,25.0815404256185,26.9904416402181,33.8392588297526,28.0996500651042,0.163086751918823,0.001414878914288,0.0755985865986376,0.26629528421363,0.00231027706527466,0.123440726285685
"3","159","OTE",8,25.458943049113,25.9677639007568,27.348331451416,33.9239616394043,26.4053694407145,0.269921461929945,0.00282992867946237,0.518916245800273,0.384067674858349,0.00402666805434746,0.738359056540898
"3","8","OTE",9,24.6560039520263,25.7541723251342,27.3019638061524,35.53706741333,25.5140419006348,0.159766866171006,0.000530241253504518,0.551702357867327,0.342033257955923,0.00113515491531683,1.18109943197704
"3","81","OTE",9,23.9878253936768,24.8865203857422,26.889617284139,34.6046009063721,25.812946955363,0.133805387410571,0.000636842609822702,0.282217320528712,0.249463923979894,0.00118731584339344,0.526159981721497
"3","108","OTE",9,24.6612634658813,25.6546096801758,27.082176844279,35.7912673950195,25.8258285522461,0.186737893829344,0.000446205547577785,0.446098719987317,0.371757263613841,0.000888304724741235,0.888092052680431
"3","192","OTE",9,25.2124929428101,25.0478353500366,27.9215488433837,35.7605590820312,28.1433372497558,0.152930079395184,0.000667906539755954,0.131137817340661,0.136435076757992,0.000595866296409167,0.116993322997726
"4","44","OTE",10,23.8591089248658,25.2456941604615,27.3574934005738,35.6809450785319,25.0556631088257,0.0884873800136989,0.000276231189721827,0.43631616078739,0.231358299699792,0.000722231558536355,1.14078826919369
"4","64","OTE",10,23.6471900939942,25.2355505625407,27.1472940444946,NA,25.9714927673339,0.0883819792324665,NA,0.199671084288897,0.265771169767938,NA,0.600425766668041
"4","102","OTE",10,23.8174495697021,25.7202313741048,27.699722925822,35.658073425293,26.6997598012288,0.0678139854009278,0.000272657251228238,0.135624504183792,0.253579222998433,0.00101955685840578,0.507145483149898
"4","163","OTE",10,24.4130725860595,25.6600227355957,27.7585487365723,NA,27.1875581741333,0.0983810218052223,NA,0.146149258224479,0.233496689218693,NA,0.346869419538517
"4","33","OTE",11,23.0651143391927,25.0787925720215,27.1643600463867,35.0699615478515,24.9948050181071,0.0583450588911441,0.000243321730687045,0.262485443074527,0.235603442725664,0.000982558566729564,1.05994363925677
"4","69","OTE",11,22.1946150461833,23.9879245758057,27.8613176345825,35.2198963165283,27.7041231791178,0.0196857762414245,0.000119949829687748,0.0219519341182609,0.0682326917445516,0.000415757024438438,0.0760874011529258
"4","106","OTE",11,22.9697999954223,25.1043682098389,27.3674259185791,34.8722839355468,26.8590698242188,0.0474441518695156,0.000261213315219555,0.067485911846865,0.208329968288865,0.00114700251837118,0.29633447582053
"4","160","OTE",11,23.5616550445557,25.4249928792318,28.0315313339234,34.2507209777832,27.896250406901,0.045126656790373,0.000605718068022672,0.0495629076685622,0.164192660600266,0.0022038960613522,0.180333892559101
"4","41","OTE",12,22.2915229797363,24.9096482594808,26.6009817123413,35.0712203979492,27.3104696273803,0.0504340281385515,0.000142209215818705,0.030842282617379,0.309640598351593,0.000873095969178705,0.189356733869016
"4","68","OTE",12,22.8503217697143,25.0692005157471,26.5293159484863,35.5786247253418,26.3988463083903,0.0780750728831036,0.000147366583963662,0.0854648773101995,0.363464046725733,0.000686037847697888,0.397865913062835
"4","142","OTE",12,23.5989386240641,25.2732861836751,27.1379499435425,35.94091796875,27.1017627716065,0.0860303000974866,0.000192616732524786,0.0882154922883412,0.274587192351649,0.000614784415769749,0.281561779069998
"4","184","OTE",12,24.3630142211914,25.7743492126465,27.1894302368164,NA,27.6438325246175,0.140982107711372,NA,0.102890500627449,0.37498868673732,NA,0.273671420681422
"1","16","SCN",1,24.2215805053711,25.2467288970948,30.3188419342041,29.9044361114502,NA,0.0146063404296859,0.0194665953590942,NA,0.0297263669430333,0.0396178056756704,NA
"1","71","SCN",1,24.5878086090088,25.6710224151611,30.0374488830566,29.9333006540934,NA,0.0228820437660129,0.0245949844800391,NA,0.0484813449448521,0.0521106391843001,NA
"1","137","SCN",1,25.4301541646322,26.3656489054362,28.6395463943482,31.108115196228,NA,0.108112689414442,0.0195327510667722,NA,0.206770533725292,0.0373572925164902,NA
"1","164","SCN",1,25.5167284011841,26.2003065745036,29.9510637919108,31.9250570933024,NA,0.0462521618349212,0.0117733713244256,NA,0.0742864442393963,0.0189094273154884,NA
"1","39","SCN",2,23.8752218882243,24.6784934997559,30.1147206624349,29.7147248586019,NA,0.0132349928511403,0.0174636269719984,NA,0.023095776106779,0.0304749706398846,NA
"1","63","SCN",2,25.0629583994548,25.4796549479166,28.9221134185791,30.9625797271729,NA,0.0689094179033725,0.0167508564666808,NA,0.0919849425618243,0.0223601739331133,NA
"1","132","SCN",2,25.6800969441732,25.9117555618286,30.7729269663493,31.097557703654,NA,0.0293025489769582,0.0233981656380342,NA,0.034406586900668,0.0274737539036038,NA
"1","188","SCN",2,26.0716180801391,26.9482873280843,27.937707901001,32.7844047546387,34.4782886505127,0.274315905208044,0.00953344480434145,0.00294672762572721,0.503680026537862,0.0175046566417875,0.00541057890026644
"1","1","SCN",3,23.4454409281413,24.1963415145874,26.8667589823405,29.1511516571045,35.0684356689453,0.0933427606080501,0.0191606361526025,0.000317051595896393,0.157081211182774,0.0322443424029575,0.000533548058429095
"1","78","SCN",3,24.7963390350342,25.7105674743652,29.9588928222656,29.492862701416,NA,0.0279200669795851,0.0385660802906029,NA,0.0526170673781909,0.0726801281188592,NA
"1","136","SCN",3,25.8384145100911,26.3193232218425,29.5816097259521,31.155746459961,NA,0.0746768448477859,0.0250797721257562,NA,0.104220681288229,0.0350018930610639,NA
"1","153","SCN",3,24.435785929362,25.5569184621175,30.655158996582,29.9881064097086,33.0309054056803,0.0134209158260666,0.0213100755729398,0.00258589699403389,0.0291928619814769,0.0463531776130662,0.00562478261718388
"2","5","SCN",4,24.000108718872,25.3349571228027,31.3027089436849,29.3138198852539,NA,0.00633429500836087,0.0251427947814031,NA,0.0159781941977335,0.0634224419861648,NA
"2","50","SCN",4,24.5048885345459,25.8249136606852,27.677853902181,31.8092555999756,33.9275722503662,0.110877199755408,0.00632654226848358,0.00145710068340264,0.276827612481587,0.0157955070592657,0.00363794995022831
"2","126","SCN",4,25.5915686289469,26.6840165456136,29.0905075073242,31.0935955047607,NA,0.088453382381839,0.0220660639983033,NA,0.188614048135806,0.047052690864632,NA
"2","170","SCN",4,25.5292959213257,26.9003346761068,31.1030356089274,31.4501514434815,33.6163425445556,0.0209960290995501,0.0165061158085919,0.00367753140429249,0.0543076432477287,0.0426941801465646,0.00951218264128405
"2","36","SCN",5,23.217955271403,24.9257183074951,30.6963246663411,29.5735219319661,32.0162372589111,0.00560772223121422,0.0122119156456499,0.00224622476678889,0.0183178455477799,0.0398907034650136,0.00733738167604063
"2","96","SCN",5,24.6373519897461,25.5849323272706,29.2286008199056,29.9708112080892,33.3815479278564,0.0414855053315187,0.0248009772876891,0.00233203323060474,0.080010408816543,0.0478320395516599,0.00449764154162753
"2","133","SCN",5,24.9393666585286,26.0717067718506,29.8286012013753,31.445925394694,34.9080187479655,0.0337437812307735,0.0109984289059015,0.000998014163593389,0.0739711015617457,0.0241100988669321,0.0021877870340121
"2","154","SCN",5,23.7714929580688,25.4475212097168,31.6932277679444,29.4354623158773,34.9919776916503,0.00412401469886389,0.0197231069071928,0.000419080573252206,0.0131781662421817,0.063024601174897,0.0013391595002578
"2","23","SCN",6,23.8177433013916,25.49378712972,32.3597660064697,29.902011235555,33.774133682251,0.00268284104563759,0.0147384852168547,0.00100653260291255,0.00857303128364004,0.0470968994018552,0.00321637970568703
"2","67","SCN",6,23.2536602020263,25.0337762832642,31.0884323120117,29.8063859939575,33.7653579711914,0.00438024684723308,0.0106520447744009,0.000684957564267806,0.0150441246067698,0.0365848534322227,0.00235251283924869
"2","105","SCN",6,24.7944355010986,26.005973815918,28.7487379709879,29.9459851582845,32.5376243591308,0.0645113818417697,0.028133841022352,0.00466732337142045,0.149398321538644,0.0651535978175713,0.0108087946322182
"2","173","SCN",6,22.9454657236735,25.0775254567464,30.5372848510742,28.5138600667318,33.6348813374837,0.0051836386694071,0.0210739660006692,0.000605571271801695,0.0227221097502621,0.0923762242855689,0.0026544784034991
"3","34","SCN",7,22.6481895446777,24.1320521036784,31.0984624226888,28.9272499084473,32.2564430236816,0.00285900155897429,0.0128769937801265,0.00128123117345173,0.007996529281538,0.036016509853848,0.00358355963912161
"3","72","SCN",7,24.7846403121948,25.9137573242188,31.6558621724447,30.5176506042481,33.5229581197103,0.00854193206684419,0.018801475652772,0.00234155427244179,0.0186833264598235,0.041123495808477,0.00512156062036995
"3","111","SCN",7,23.3027191162109,25.3083553314209,28.5913982391357,29.8208414713542,33.3043301900228,0.0255828513028824,0.0109106256641617,0.000975472570331645,0.102731967977814,0.0438133354675088,0.00391716371533833
"3","186","SCN",7,24.2926177978515,26.3833627700805,30.3707313537598,30.3961524963379,34.094175974528,0.0148014922676311,0.014542965577937,0.0011205648222013,0.0630496169686719,0.0619483760622373,0.00477324728823894
"3","43","SCN",8,23.6898295084635,25.2989851633708,30.1266822814942,30.154094060262,33.258108774821,0.0115428815122178,0.0113256326224327,0.00131722793965764,0.0352142430532646,0.0345514748181539,0.00401851000329144
"3","54","SCN",8,23.5349248250325,24.9938112894694,28.9370574951172,30.0099325180054,30.660431543986,0.0236480876144986,0.0112416086493428,0.00716157827877969,0.0650076717129196,0.0309027442943653,0.0196868997308625
"3","143","SCN",8,24.9155721664428,26.3353315989176,31.1828584671021,30.3705437978109,34.304261525472,0.0129825149711927,0.0227976411588918,0.00149184218285103,0.0347335367656859,0.0609930132274313,0.00399128793008407
"3","148","SCN",8,26.3459434509277,26.9985017776489,33.804946899414,32.7099514007569,34.5259037017822,0.0056835047101021,0.0121406716745895,0.00344815358150714,0.00893420378922908,0.0190845684857284,0.00542033628282002
"3","10","SCN",9,23.9312791824341,25.0475374857585,30.6973361968994,31.6327018737793,32.7447191874186,0.00918784978726662,0.00480441772575901,0.00222274782275913,0.0199177885937434,0.0104152090851901,0.00481856171530757
"3","70","SCN",9,24.9310045242309,25.7471472422282,30.7311773300171,33.0245641072591,31.3944873809815,0.0179462620676231,0.00366096682846683,0.0113317708495559,0.0315978435382981,0.00644583571826307,0.0199517604817602
"3","141","SCN",9,25.1455297470093,26.2355874379476,31.5513257980347,32.2086992263794,34.3711891174316,0.0117940575477082,0.00747780476681071,0.00167032045554393,0.0251074903539036,0.0159189414068577,0.00355582076447018
"3","179","SCN",9,23.4087791442871,25.0590368906657,32.2949727376302,30.6464672088623,34.2724571228027,0.00211343639057113,0.00662580718204288,0.000536669686678077,0.00663385940992176,0.0207977271135396,0.00168455093650916
"4","17","SCN",10,24.7830562591553,25.9937489827474,33.5689709981282,32.8881721496582,32.7982711791992,0.00226556289998385,0.00363175880917459,0.00386527045716457,0.00524361684018296,0.00840566009065845,0.00894611986327737
"4","95","SCN",10,25.1235942840576,26.3183771769206,32.5052305857341,33.3738403320312,32.9121704101562,0.00599661347204266,0.00328419146380966,0.00452277478781849,0.0137268707726515,0.00751785520719982,0.010353101018706
"4","123","SCN",10,25.3873793284098,26.0505924224854,30.9153432846069,35.7198753356934,34.6103649139405,0.0216729003542959,0.000775548159853159,0.00167341897503652,0.0343213268422111,0.00122816242593574,0.00265003569652836
"4","149","SCN",10,24.0560169219971,25.8714593251546,30.8922061920166,34.0396842956543,35.325849533081,0.00875189248246576,0.000987680896438393,0.000404988170569223,0.0308038210981128,0.00347631620210903,0.00142542692086999
"4","25","SCN",11,22.7711400985718,24.9911982218425,30.757155418396,32.8315556844075,30.9388656616211,0.00394429912192453,0.000936511554136991,0.00347751978199466,0.0183769710056825,0.00436332163075523,0.016202189091131
"4","84","SCN",11,23.2284730275472,25.2817408243815,32.6034107208252,32.6161600748698,32.9620780944825,0.0015061303041298,0.0014928789996338,0.00117460787694768,0.00625111865962045,0.00619611978165347,0.00487515137116052
"4","128","SCN",11,24.3698806762695,26.0936997731527,31.5377283096314,33.0113995869954,NA,0.00695445110425825,0.00250405347854712,NA,0.0229712227562642,0.00827113015635177,NA
"4","182","SCN",11,24.9898897806804,26.5649159749349,32.6851387023926,34.3032913208008,35.0920162200928,0.00482502147322487,0.00157176196380416,0.000909823021588029,0.0143757125053689,0.00468292177431923,0.00271073491832022
"4","45","SCN",12,22.4488306045532,24.8012638092041,30.9958257675171,32.4283466339111,30.7466252644857,0.00267361016145113,0.000990527033811467,0.00317771474748252,0.0136537215128181,0.00505847130055751,0.0162281071619477
"4","76","SCN",12,22.8733660380046,25.1717758178711,31.93510055542,31.6067771911621,34.0164947509765,0.00187131154736257,0.00234953153505843,0.000442164642892809,0.00920526686835944,0.0115577039143063,0.00217507530657723
"4","114","SCN",12,23.8712507883708,25.9703369140625,32.2899570465088,34.3135223388671,33.7685508728027,0.00292224679921945,0.000718725478094927,0.00104861435453691,0.0125200129744221,0.00307929238324422,0.00449266137530691
"4","151","SCN",12,23.9000771840413,25.7922719319662,33.2230091094971,32.9359817504883,NA,0.00156141318700946,0.00190511715417189,NA,0.00579595786576119,0.00707178525632127,NA
