Plate,sample_well,Name,EGF1a,Ta54227,VRN1,VRN2,VRN3,VRN1_TA,VRN2_TA,VRN3_TA,Col,Row,Experiment,Plot.ID.Old,Plot.IDNew,SampleDate,Vern,Cult,Pp,TaNorm
GEP2,G9,CRWT27,26.62,27.425,NaN,33.665,NaN,0,0.0132303955056644,0,9,G,3,27,300027,2014-04-23,None,CRWT153,16,0.989761092150171
GEP2,H1,SCN226,21.2166666666667,23.4333333333333,26.38,32.4533333333333,NaN,0.129707457394968,0.00192623575096359,0,1,H,3,226,300226,2014-03-11,None,Saracen,16,0.989761092150171
GEP2,H10,OT210,21.8433333333333,23.66,24.845,NaN,26.87,0.439824537961218,0,0.108067153913483,10,H,3,210,300210,2014-05-16,Full,Otane,16,0.989761092150171
GEP2,H11,SCN50,24.635,26.55,28.33,NaN,33.245,0.291183396617114,0,0.00965170810255411,11,H,3,50,300050,2014-05-16,Full,Saracen,16,0.989761092150171
GEP2,H12,CRWT195,22.155,24.455,31.55,NaN,NaN,0.00731462693308198,0,0,12,H,3,195,300195,2014-05-16,None,CRWT153,16,0.989761092150171
GEP2,H3,AMK147,27.395,28.69,NaN,NaN,NaN,0,0,0,3,H,3,147,300147,2014-03-25,None,Amarok,16,0.989761092150171
GEP2,H6,CRWT42,31.405,NaN,NaN,NaN,NaN,0,0,0,6,H,3,42,300042,2014-04-09,None,CRWT153,16,0.989761092150171
GEP2,H7,CRWT271,32.6,NaN,NaN,NaN,NaN,0,0,0,7,H,3,271,300271,2014-04-09,None,CRWT153,16,0.989761092150171
GEP2,H8,BW61,24.625,26.43,NaN,33.605,NaN,0,0.00692005874298717,0,8,H,3,61,300061,2014-04-23,None,Batten Win,16,0.989761092150171
GEP2,H9,BW92,26.335,27.225,NaN,NaN,NaN,0,0,0,9,H,3,92,300092,2014-04-23,None,Batten Win,16,0.989761092150171
GEP5,A1,CRWT196,24.315,26.335,33.635,32.93,NaN,0.00634572184653307,0.010344444612464,0,1,A,3,196,300196,2014-05-16,None,CRWT153,16,0.977047799536745
GEP5,A10,CRWT316,22.7966666666667,24.56,27.83,29.24,NaN,0.103664943226805,0.0390103296531753,0,10,A,3,316,300316,2014-06-10,Full,CRWT153,16,0.977047799536745
GEP5,A11,BW11,23.48,24.245,24.53,NaN,26.86,0.820741608810496,0,0.163232473386114,11,A,3,11,300011,2014-06-17,Full,Batten Win,16,0.977047799536745
GEP5,A2,CRWT28,21.06,22.545,28.035,29.74,NaN,0.0222507843062043,0.00682478824934917,0,2,A,3,28,300028,2014-05-23,Full,CRWT153,16,0.977047799536745
GEP5,A3,CRWT163,22.4566666666667,23.84,28.475,29.505,NaN,0.040246300922182,0.0197090220129882,0,3,A,3,163,300163,2014-05-23,Full,CRWT153,16,0.977047799536745
GEP5,A4,BS77,19.915,21.5733333333333,22.8266666666667,31.585,26.445,0.419477887384126,0.000968697160575858,0.0341571954231579,4,A,3,77,300077,2014-05-23,Full,Batten Spr,16,0.977047799536745
GEP5,A5,CRWT87,19.78,21.4333333333333,24.86,27.525,29.34,0.0929973446191522,0.0146630936979866,0.0041673134490053,5,A,3,87,300087,2014-05-28,Full,CRWT153,16,0.977047799536745
GEP5,A8,BS16,20.895,22.41,24.135,NaN,26.405,0.302498522304824,0,0.0627169842818439,8,A,3,16,300016,2014-06-03,Full,Batten Spr,16,0.977047799536745
GEP5,A9,AMK110,23.815,25.11,25.575,NaN,27.945,0.72447107727744,0,0.140145759753564,9,A,3,110,300110,2014-06-10,Full,Amarok,16,0.977047799536745
GEP5,B10,CRWT94,22.5033333333333,24.27,33.715,28.19,NaN,0.00143473499343584,0.0660636275350864,0,10,B,3,94,300094,2014-06-10,Full,CRWT153,16,0.977047799536745
GEP5,B11,BW234,23.7866666666667,24.3566666666667,24.3966666666667,NaN,25.69,0.972654947412284,0,0.39685026299205,11,B,3,234,300234,2014-06-17,Full,Batten Win,16,0.977047799536745
GEP5,B12,CRWT299,26.6066666666667,26.33,29.92,30.955,NaN,0.0830428633810318,0.0405262360828441,0,12,B,3,299,300299,2014-06-17,Full,CRWT153,16,0.977047799536745
GEP5,B2,BW315,22.455,23.9533333333333,25.4266666666667,NaN,29.46,0.360149215457938,0,0.0219952122505311,2,B,3,315,300315,2014-05-23,Full,Batten Win,16,0.977047799536745
GEP5,B3,OT97,24.6333333333333,25.2033333333333,25.7933333333333,NaN,27.82,0.664342907048256,0,0.163044008720695,3,B,3,97,300097,2014-05-23,Full,Otane,16,0.977047799536745
GEP5,B4,SCN59,20.27,21.85,22.4466666666667,32.8,26.2933333333333,0.661280073061269,0.000505500451094424,0.045964589505811,4,B,3,59,300059,2014-05-23,Full,Saracen,16,0.977047799536745
GEP5,B5,OT141,20.69,21.685,21.94,NaN,22.73,0.837987134667949,0,0.484644908467533,5,B,3,141,300141,2014-05-28,Full,Otane,16,0.977047799536745
GEP5,B6,BW162,22.3833333333333,23.655,24.485,NaN,26.925,0.562529242344405,0,0.103664943226805,6,B,3,162,300162,2014-05-28,Full,Batten Win,16,0.977047799536745
GEP5,B7,AMK121,22.25,23.285,24.74,NaN,25.4766666666667,0.364755086060044,0,0.218898402851471,7,B,3,121,300121,2014-06-03,Full,Amarok,16,0.977047799536745
GEP5,B8,BS182,22.57,23.7933333333333,25.5233333333333,NaN,28.68,0.30145195692269,0,0.0338038958150033,8,B,3,182,300182,2014-06-03,Full,Batten Spr,16,0.977047799536745
GEP5,B9,BW56,22.68,23.92,24.43,NaN,27.89,0.702222437869,0,0.0638132578566996,9,B,3,56,300056,2014-06-10,Full,Batten Win,16,0.977047799536745
GEP5,C1,BW206,24.14,25.7333333333333,33.755,29.68,NaN,0.0038480235220762,0.0648537286974843,0,1,C,3,206,300206,2014-05-16,None,Batten Win,16,0.977047799536745
GEP5,C10,BS106,21.96,23.445,22.79,NaN,25.255,1.57461595313841,0,0.285190928967106,10,C,3,106,300106,2014-06-10,Full,Batten Spr,16,0.977047799536745
GEP5,C11,SCN134,23.8833333333333,24.2833333333333,23.2,NaN,26.5733333333333,2.11892618871859,0,0.204475514639445,11,C,3,134,300134,2014-06-17,Full,Saracen,16,0.977047799536745
GEP5,C12,CRWT10,21.44,23.41,26.71,29.295,NaN,0.101531549544529,0.0169214850863426,0,12,C,3,10,300010,2014-06-17,Full,CRWT153,16,0.977047799536745
GEP5,C2,BW15,23.325,24.145,26.6366666666667,31.83,31.415,0.17780075227466,0.00485942052069715,0.00647905895167533,2,C,3,15,300015,2014-05-23,Full,Batten Win,16,0.977047799536745
GEP5,C3,OT165,22.285,24.73,23.975,NaN,26.67,1.68763159226003,0,0.260616440210279,3,C,3,165,300165,2014-05-23,Full,Otane,16,0.977047799536745
GEP5,C4,OT187,22.425,23.56,22.7333333333333,NaN,24.315,1.77358277832638,0,0.592546385470791,4,C,3,187,300187,2014-05-28,Full,Otane,16,0.977047799536745
GEP5,C5,BW248,23.34,23.82,23.495,NaN,26.6266666666667,1.25266443862413,0,0.142925310870863,5,C,3,248,300248,2014-05-28,Full,Batten Win,16,0.977047799536745
GEP5,C6,BS302,21.905,23.5333333333333,24.7366666666667,32.33,29.115,0.434270743135867,0.00224874117226559,0.020880981448676,6,C,3,302,300302,2014-05-28,Full,Batten Spr,16,0.977047799536745
GEP5,C7,BW327,22.715,23.49,24.605,NaN,29.85,0.461691155364698,0,0.0121744465571953,7,C,3,327,300327,2014-06-03,Full,Batten Win,16,0.977047799536745
GEP5,C8,BS106,23.11,25.26,25.14,NaN,30.36,1.08673486252606,0,0.0291572809855252,8,C,3,106,300106,2014-06-03,Full,Batten Spr,16,0.977047799536745
GEP5,C9,BW257,23.2,23.9166666666667,22.9966666666667,NaN,25.985,1.89211529345119,0,0.23843479113773,9,C,3,257,300257,2014-06-10,Full,Batten Win,16,0.977047799536745
GEP5,D10,BS182,22.53,22.7,23.7033333333333,NaN,26.2933333333333,0.498846088263511,0,0.082851215111658,10,D,3,182,300182,2014-06-10,Full,Batten Spr,16,0.977047799536745
GEP5,D11,SCN200,20.535,22.21,22.68,NaN,24.355,0.721964597761249,0,0.226094844390272,11,D,3,200,300200,2014-06-17,Full,Saracen,16,0.977047799536745
GEP5,D12,CRWT10,20.575,21.995,28.3233333333333,27.46,NaN,0.012444625853159,0.0226397211649199,0,12,D,3,10,300010,2014-06-24,Full,CRWT153,16,0.977047799536745
GEP5,D2,BW160,26.005,26.83,28.98,32.6,NaN,0.225312615652707,0.0183255460817482,0,2,D,3,160,300160,2014-05-23,Full,Batten Win,16,0.977047799536745
GEP5,D3,OT282,21.5266666666667,22.5133333333333,23.565,NaN,25.72,0.482410539918511,0,0.108317130730308,3,D,3,282,300282,2014-05-23,Full,Otane,16,0.977047799536745
GEP5,D4,AMK79,22.63,23.8,27.04,30.3266666666667,31.52,0.105843164045316,0.0108461988318733,0.00474294876716814,4,D,3,79,300079,2014-05-28,Full,Amarok,16,0.977047799536745
GEP5,D5,SCN247,22.83,23.785,25.39,NaN,29.605,0.328735690051268,0,0.0177013107077468,5,D,3,247,300247,2014-05-28,Full,Saracen,16,0.977047799536745
GEP5,D6,CRWT1,23.645,25,27.86,30.05,31.865,0.137738139484576,0.0301855102789014,0.00857885010771131,6,D,3,1,300001,2014-05-28,Full,CRWT153,16,0.977047799536745
GEP5,D7,BW208,23.8333333333333,25.36,26.925,NaN,30.045,0.337977708257032,0,0.0388753641655771,7,D,3,208,300208,2014-06-03,Full,Batten Win,16,0.977047799536745
GEP5,D8,OT26,23.14,23.9233333333333,24.34,NaN,26.0633333333333,0.74915353843834,0,0.22687978882929,8,D,3,26,300026,2014-06-03,Full,Otane,16,0.977047799536745
GEP5,D9,BW277,22.935,23.66,23.905,NaN,26.76,0.843815796130017,0,0.116629123942101,9,D,3,277,300277,2014-06-10,Full,Batten Win,16,0.977047799536745
GEP5,E10,AMK266,22.205,23.415,23.4133333333333,NaN,25.4833333333333,1.00115591285382,0,0.238434791137729,10,E,3,266,300266,2014-06-17,Full,Amarok,16,0.977047799536745
GEP5,E11,SCN74,24.35,24.95,24.83,NaN,27.705,1.08673486252606,0,0.148136596367698,11,E,3,74,300074,2014-06-17,Full,Saracen,16,0.977047799536745
GEP5,E12,CRWT295,21.355,22.7966666666667,29.075,28.3233333333333,NaN,0.0128834846361051,0.0216923976637467,0,12,E,3,295,300295,2014-06-24,Full,CRWT153,16,0.977047799536745
GEP5,E2,AMK183,26.49,27.755,29.22,NaN,33.495,0.36223553863872,0,0.0187106047596707,2,E,3,183,300183,2014-05-23,Full,Amarok,16,0.977047799536745
GEP5,E3,SCN85,24.69,25.835,26.675,NaN,30.6366666666667,0.558643569036111,0,0.0358553779014624,3,E,3,85,300085,2014-05-23,Full,Saracen,16,0.977047799536745
GEP5,E4,CRWT198,20.3966666666667,22.23,30.865,28.315,NaN,0.00251539380763638,0.0147310083737225,0,4,E,3,198,300198,2014-05-28,Full,CRWT153,16,0.977047799536745
GEP5,E5,OT294,22.4633333333333,23.49,24.1633333333333,NaN,24.98,0.62705620477513,0,0.356012548899268,5,E,3,294,300294,2014-05-28,Full,Otane,16,0.977047799536745
GEP5,E6,SCN171,23.53,23.845,24.645,NaN,27.72,0.574349177498517,0,0.0681567332915786,6,E,3,171,300171,2014-06-03,Full,Saracen,16,0.977047799536745
GEP5,E7,BW4,23.8766666666667,24.87,26.175,NaN,28.705,0.404721108273704,0,0.0700728798767818,7,E,3,4,300004,2014-06-03,Full,Batten Win,16,0.977047799536745
GEP5,E8,OT231,25.21,26.165,26.805,NaN,26.875,0.641712948781452,0,0.611320138846034,8,E,3,231,300231,2014-06-03,Full,Otane,16,0.977047799536745
GEP5,E9,SCN209,23.08,23.84,23.83,NaN,26.31,1.00695555005672,0,0.180491149440312,9,E,3,209,300209,2014-06-10,Full,Saracen,16,0.977047799536745
GEP5,F1,AMK197,25.38,25.465,28.84,NaN,28.055,0.0963881765879963,0,0.166085726762064,1,F,3,197,300197,2014-05-16,None,Amarok,16,0.977047799536745
GEP5,F10,AMK44,24.39,25.3366666666667,25.2966666666667,NaN,26.975,1.02811382665607,0,0.321227356513706,10,F,3,44,300044,2014-06-17,Full,Amarok,16,0.977047799536745
GEP5,F11,BS313,22.58,23.77,23.64,NaN,25.885,1.09429370126074,0,0.230845577682349,11,F,3,313,300313,2014-06-17,Full,Batten Spr,16,0.977047799536745
GEP5,F12,CRWT299,24.78,25.6833333333333,NaN,31.49,NaN,0,0.0178656638588579,0,12,F,3,299,300299,2014-06-24,Full,CRWT153,16,0.977047799536745
GEP5,F2,AMK146,27.255,27.77,29.92,NaN,33.72,0.225312615652708,0,0.0161760144350216,2,F,3,146,300146,2014-05-23,Full,Amarok,16,0.977047799536745
GEP5,F3,SCN296,23.0866666666667,25.56,27.19,31.925,31.635,0.323088207659373,0.0121323261718912,0.0148334706398518,3,F,3,296,300296,2014-05-23,Full,Saracen,16,0.977047799536745
GEP5,F4,BS249,22.955,23.465,25.56,NaN,29.55,0.234068061858623,0,0.0147310083737225,4,F,3,249,300249,2014-05-28,Full,Batten Spr,16,0.977047799536745
GEP5,F6,SCN303,24.95,25.625,27.27,NaN,30.165,0.319746395319357,0,0.042985681816867,6,F,3,303,300303,2014-06-03,Full,Saracen,16,0.977047799536745
GEP5,F7,CRWT137,22.5733333333333,24.355,29.135,30.56,34.075,0.0363979245771393,0.0135552919867511,0.00118573719179204,7,F,3,137,300137,2014-06-03,Full,CRWT153,16,0.977047799536745
GEP5,F8,OT305,23.985,23.9666666666667,24.6033333333333,NaN,24.945,0.643197334688202,0,0.507565764292987,8,F,3,305,300305,2014-06-03,Full,Otane,16,0.977047799536745
GEP5,F9,SCN185,23.85,25.53,25.13,NaN,29.15,1.3195079107729,0,0.081333865965121,9,F,3,185,300185,2014-06-10,Full,Saracen,16,0.977047799536745
GEP5,G1,AMK330,25.2733333333333,25.92,28.275,NaN,26.935,0.195467410782149,0,0.494828328207603,1,G,3,330,300330,2014-05-16,None,Amarok,16,0.977047799536745
GEP5,G10,AMK281,24.205,25.335,24.4233333333333,NaN,26.45,1.88121751127258,0,0.461691155364697,10,G,3,281,300281,2014-06-17,Full,Amarok,16,0.977047799536745
GEP5,G11,BS106,23.4133333333333,24.82,23.9466666666667,NaN,26.3566666666667,1.8318905805405,0,0.344680917246445,11,G,3,106,300106,2014-06-17,Full,Batten Spr,16,0.977047799536745
GEP5,G12,CRWT41,22.3666666666667,24.585,31.255,29.37,NaN,0.0098204169884518,0.0362719973244913,0,12,G,3,41,300041,2014-06-24,Full,CRWT153,16,0.977047799536745
GEP5,G2,CRWT205,20.155,23.0933333333333,25.345,28.845,30.4766666666667,0.209981383633024,0.0185599075362306,0.00598956384636563,2,G,3,205,300205,2014-05-23,Full,CRWT153,16,0.977047799536745
GEP5,G3,BS169,22.5933333333333,24.355,24.81,NaN,28.47,0.729510172120089,0,0.0577113944205872,3,G,3,169,300169,2014-05-23,Full,Batten Spr,16,0.977047799536745
GEP5,G4,BW217,21.6166666666667,22.6866666666667,22.9366666666667,31.7,27.47,0.840896415253715,0.00193515744778365,0.0363139245924325,4,G,3,217,300217,2014-05-28,Full,Batten Win,16,0.977047799536745
GEP5,G5,BS319,22.1,23.04,23.85,31.515,27.6933333333333,0.570381857934211,0.00281041714845863,0.0397380989495564,5,G,3,319,300319,2014-05-28,Full,Batten Spr,16,0.977047799536745
GEP5,G6,SCN229,23.0866666666667,23.87,23.76,NaN,27.855,1.07922823650443,0,0.0631532154054228,6,G,3,229,300229,2014-06-03,Full,Saracen,16,0.977047799536745
GEP5,G7,CRWT283,21.75,23.2766666666667,26.275,28.63,32.0833333333333,0.125144489106728,0.0244616692593469,0.00223320798235724,7,G,3,283,300283,2014-06-03,Full,CRWT153,16,0.977047799536745
GEP5,G8,AMK237,24.99,26.25,24.645,NaN,26.555,3.04195750648202,0,0.809442216547409,8,G,3,237,300237,2014-06-10,Full,Amarok,16,0.977047799536745
GEP5,G9,SCN322,23.26,24.8333333333333,23.1,NaN,25.8833333333333,3.32495158457115,0,0.482968164462423,9,G,3,322,300322,2014-06-10,Full,Saracen,16,0.977047799536745
GEP5,H1,AMK293,26.01,26.2633333333333,30.965,NaN,28.825,0.0384288425239975,0,0.169379752697638,1,H,3,293,300293,2014-05-16,None,Amarok,16,0.977047799536745
GEP5,H10,BW70,25.27,27.125,26.76,NaN,28.37,1.28788162950982,0,0.42190789806501,10,H,3,70,300070,2014-06-17,Full,Batten Win,16,0.977047799536745
GEP5,H11,BS182,24.975,26.495,26.765,NaN,29.725,0.829319545814442,0,0.106579361470995,11,H,3,182,300182,2014-06-17,Full,Batten Spr,16,0.977047799536745
GEP5,H12,CRWT173,23.765,24.78,28.31,30.28,NaN,0.0865693417569329,0.0220970869120796,0,12,H,3,173,300173,2014-06-24,Full,CRWT153,16,0.977047799536745
GEP5,H2,AMK3,21.805,23.6266666666667,25.31,30.77,29.4733333333333,0.311362405589706,0.00707363094772143,0.017377126341123,2,H,3,3,300003,2014-05-23,Full,Amarok,16,0.977047799536745
GEP5,H3,BS152,19.59,21.4233333333333,22.8366666666667,31.68,27.76,0.375443225908692,0.000817401965760205,0.0123729500824956,3,H,3,152,300152,2014-05-23,Full,Batten Spr,16,0.977047799536745
GEP5,H4,SCN99,23.695,24.705,25.38,NaN,29.445,0.626332219312062,0,0.0374212095193415,4,H,3,99,300099,2014-05-28,Full,Saracen,16,0.977047799536745
GEP5,H6,AMK250,23.09,24.445,27.81,31.77,31.765,0.0970586093751298,0.00623670614341133,0.00625835841866892,6,H,3,250,300250,2014-06-03,Full,Amarok,16,0.977047799536745
GEP5,H8,AMK109,24.695,25.63,25.5,NaN,26.765,1.09429370126074,0,0.455334916795989,8,H,3,109,300109,2014-06-10,Full,Amarok,16,0.977047799536745
GEP5,H9,CRWT201,21.275,23.31,28.815,27.9,NaN,0.0220206367990941,0.041521431690516,0,9,H,3,201,300201,2014-06-10,Full,CRWT153,16,0.977047799536745
GEP6,A1,CRWT295,23.83,24.56,32.61,31.27,NaN,0.00377318878486269,0.00955187716946928,0,1,A,3,295,300295,2014-07-01,Full,CRWT153,16,1.02172636523782
GEP6,A11,BS56,22.96,22.48,25.7133333333333,NaN,NaN,0.106333395118857,0,0,11,A,4,56,400056,2014-09-01,None,Batten Spr,8,1.02172636523782
GEP6,A12,OT41,23.09,22.695,24.125,NaN,29.445,0.371130892657262,0,0.00929068058595876,12,A,4,41,400041,2014-09-01,None,Otane,8,1.02172636523782
GEP6,A2,OT11,21.89,22.95,25.685,NaN,NaN,0.150204506190857,0,0,2,A,4,11,400011,2014-08-04,None,Otane,8,1.02172636523782
GEP6,A3,SCN106,21.6566666666667,22.56,31.36,NaN,NaN,0.00224355147460359,0,0,3,A,4,106,400106,2014-08-04,None,Saracen,8,1.02172636523782
GEP6,A4,CRWT325,21.3166666666667,22.73,33.365,NaN,NaN,0.000628848451909094,0,0,4,A,4,325,400325,2014-08-04,None,CRWT153,8,1.02172636523782
GEP6,A5,AMK160,22.645,23.35,NaN,NaN,NaN,0,0,0,5,A,4,160,400160,2014-08-11,None,Amarok,8,1.02172636523782
GEP6,A6,OT36,NaN,23.415,26.27,NaN,NaN,0.138216331665033,0,0,6,A,4,36,400036,2014-08-11,None,Otane,8,1.02172636523782
GEP6,A7,SCN150,NaN,22.5433333333333,27.55,NaN,NaN,0.031105927471976,0,0,7,A,4,150,400150,2014-08-18,None,Saracen,8,1.02172636523782
GEP6,A8,AMK215,21.72,22.23,NaN,29.425,NaN,0,0.00682478824934919,0,8,A,4,215,400215,2014-08-18,None,Amarok,8,1.02172636523782
GEP6,A9,AMK204,23.505,22.9133333333333,33.62,31.04,NaN,0.000598373262953675,0.00357791129011816,0,9,A,4,204,400204,2014-08-23,None,Amarok,8,1.02172636523782
GEP6,B1,CRWT41,26.1066666666667,26.4266666666667,33.495,33.415,NaN,0.00745108722305401,0.00787593361656452,0,1,B,3,41,300041,2014-07-01,Full,CRWT153,16,1.02172636523782
GEP6,B10,BW232,24.75,24.3033333333333,33.29,NaN,NaN,0.00197125937736694,0,0,10,B,4,232,400232,2014-08-23,None,Batten Win,8,1.02172636523782
GEP6,B11,SCN127,23.085,22.68,27.3666666666667,NaN,NaN,0.0388304795151854,0,0,11,B,4,127,400127,2014-09-01,None,Saracen,8,1.02172636523782
GEP6,B12,OT33,22.13,21.695,23.01,NaN,28.7866666666667,0.401925495371575,0,0.00733154684899331,12,B,4,33,400033,2014-09-01,None,Otane,8,1.02172636523782
GEP6,B3,SCN119,22.195,21.9233333333333,32.355,33.005,NaN,0.000724028111320807,0.000461408861880917,0,3,B,4,119,400119,2014-08-04,None,Saracen,8,1.02172636523782
GEP6,B4,SCN119,22.4033333333333,22.8233333333333,27.815,NaN,NaN,0.0314310294083705,0,0,4,B,4,119,400119,2014-08-11,None,Saracen,8,1.02172636523782
GEP6,B5,AMK193,22.3266666666667,22.6833333333333,32.36,29.73,NaN,0.00122189271434937,0.00756383356236627,0,5,B,4,193,400193,2014-08-11,None,Amarok,8,1.02172636523782
GEP6,B6,OT11,24.4733333333333,24.7933333333333,26.61,32.61,NaN,0.283876107267719,0.00443556417605812,0,6,B,4,11,400011,2014-08-11,None,Otane,8,1.02172636523782
GEP6,B7,SCN121,23.2933333333333,23.4066666666667,31.58,NaN,34.055,0.00346402886391872,0,0.000623063431802418,7,B,4,121,400121,2014-08-18,None,Saracen,8,1.02172636523782
GEP6,B8,OT13,21.915,22.03,23.36,34.285,27.7133333333333,0.39776824187746,0.000204586702799793,0.0194601503493566,8,B,4,13,400013,2014-08-18,None,Otane,8,1.02172636523782
GEP6,B9,AMK183,23.59,22.955,33.84,30.81,NaN,0.000528796408948204,0.0043192603645323,0,9,B,4,183,400183,2014-08-23,None,Amarok,8,1.02172636523782
GEP6,C1,CRWT10,25.2833333333333,26.335,NaN,32.465,NaN,0,0.0142786164098344,0,1,C,3,10,300010,2014-07-01,Full,CRWT153,16,1.02172636523782
GEP6,C10,SCN109,22.9066666666667,23.78,27.4566666666667,NaN,NaN,0.0782011337183594,0,0,10,C,4,109,400109,2014-08-23,None,Saracen,8,1.02172636523782
GEP6,C11,SCN141,24.0966666666667,23.735,27.84,NaN,NaN,0.0581128089133226,0,0,11,C,4,141,400141,2014-09-01,None,Saracen,8,1.02172636523782
GEP6,C12,BW238,21.585,21.8433333333333,32.73,NaN,NaN,0.000528185872109425,0,0,12,C,4,238,400238,2014-09-01,None,Batten Win,8,1.02172636523782
GEP6,C2,BS59,22.695,22.3,25.77,NaN,NaN,0.0902455747201559,0,0,2,C,4,59,400059,2014-08-04,None,Batten Spr,8,1.02172636523782
GEP6,C3,SCN105,23.3566666666667,22.905,29.885,NaN,NaN,0.00792155843585962,0,0,3,C,4,105,400105,2014-08-04,None,Saracen,8,1.02172636523782
GEP6,C4,SCN106,21.95,22.67,28.76,33.67,NaN,0.0146800429564689,0.000488281249999999,0,4,C,4,106,400106,2014-08-11,None,Saracen,8,1.02172636523782
GEP6,C5,CRWT353,23.295,23.47,NaN,NaN,NaN,0,0,0,5,C,4,353,400353,2014-08-11,None,CRWT153,8,1.02172636523782
GEP6,C6,OT38,26.1233333333333,26.395,27.82,NaN,NaN,0.372419365780675,0,0,6,C,4,38,400038,2014-08-11,None,Otane,8,1.02172636523782
GEP6,C7,SCN110,24.5633333333333,24.95,29.035,NaN,NaN,0.0589240334948901,0,0,7,C,4,110,400110,2014-08-18,None,Saracen,8,1.02172636523782
